"initial_alias","converted_alias","name","description","namespace"
"YDR162C","Q12163","NBP2","Protein involved in the HOG (high osmolarity glycerol) pathway; negatively regulates Hog1p by recruitment of phosphatase Ptc1p the Pbs2p-Hog1p complex; interacts with Bck1p and down regulates the cell wall integrity pathway; found in the nucleus and cytoplasm, contains an SH3 domain and a Ptc1p binding domain (PBM) [Source:SGD;Acc:S000002569]","ENSG,ENSP"
"YDR151C","P47976","CTH1","Member of the CCCH zinc finger family; similar to mammalian Tis11 protein, which activates transcription and also has a role in mRNA degradation; may function with Tis11p in iron homeostasis; CTH1 has a paralog, TIS11, that arose from the whole genome duplication [Source:SGD;Acc:S000002558]","ENSG,ENSP"
"YHR038W","P38771","RRF1","Mitochondrial ribosome recycling factor; essential for mitochondrial protein synthesis and for the maintenance of the respiratory function of mitochondria [Source:SGD;Acc:S000001080]","ENSG,ENSP"
"YHR211W","P38894","FLO5","Lectin-like cell wall protein (flocculin) involved in flocculation; binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin resistant but heat labile; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO5 has a paralog, FLO1, that arose from a segmental duplication [Source:SGD;Acc:S000001254]","ENSG,ENSP"
"YDR384C","Q12359","ATO3","Plasma membrane protein, putative ammonium transporter; regulation pattern suggests a possible role in export of ammonia from the cell; phosphorylated in mitochondria; member of the TC 9.B.33 YaaH family of putative transporters [Source:SGD;Acc:S000002792]","ENSG,ENSP"
"YGL182C","P53103","YGL182C","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF MND1/YGL183C [Source:SGD;Acc:S000003150]","ENSG,ENSP"
"YLR451W","P08638","LEU3","Zinc-knuckle transcription factor, repressor and activator; regulates genes involved in branched chain amino acid biosynthesis and ammonia assimilation; acts as a repressor in leucine-replete conditions and as an activator in the presence of alpha-isopropylmalate, an intermediate in leucine biosynthesis that accumulates during leucine starvation [Source:SGD;Acc:S000004443]","ENSG,ENSP"
"YLL022C","Q12373","HIF1","Non-essential component of the HAT-B histone acetyltransferase complex; localized to the nucleus; has a role in telomeric silencing; other members are Hat1p and Hat2p [Source:SGD;Acc:S000003945]","ENSG,ENSP"
"YDR166C","P89102","SEC5","Essential 107kDa subunit of the exocyst complex; the exocyst mediates polarized targeting and tethering of post-Golgi secretory vesicles to active sites of exocytosis at the plasma membrane prior to SNARE-mediated fusion; involved in assembly of the exocyst complex; required with Sec3p for ER inheritance where it promotes anchoring of the cortical ER at the bud tip [Source:SGD;Acc:S000002573]","ENSG,ENSP"
"YNL005C","P12687","MRP7","Mitochondrial ribosomal protein of the large subunit [Source:SGD;Acc:S000004950]","ENSG,ENSP"
"YDL036C","Q12069","PUS9","Mitochondrial tRNA:pseudouridine synthase; catalyzes the formation of pseudouridine at position 32 in mitochondrial tRNAs; contains an N-terminal mitochondrial targeting sequence; PUS9 has a paralog, RIB2, that arose from the whole genome duplication [Source:SGD;Acc:S000002194]","ENSG,ENSP"
"YML065W","P54784","ORC1","Largest subunit of the origin recognition complex; involved in directing DNA replication by binding to replication origins; also involved in transcriptional silencing; exhibits ATPase activity; ORC1 has a paralog, SIR3, that arose from the whole genome duplication [Source:SGD;Acc:S000004530]","ENSG,ENSP"
"YDR035W","P14843","ARO3","3-deoxy-D-arabino-heptulosonate-7-phosphate (DAHP) synthase; catalyzes the first step in aromatic amino acid biosynthesis and is feedback-inhibited by phenylalanine or high concentration of tyrosine or tryptophan [Source:SGD;Acc:S000002442]","ENSG,ENSP"
"YBR074W","P38244","YBR074W","Multi-spanning vacuolar membrane protease; glycosylated transmembrane protein bearing homology to the M28 family of metalloproteases; has a lumenal-facing protease domain; proposed role in vacuole physiology [Source:SGD;Acc:S000000278]","ENSG,ENSP,ENTREZGENE"
"YFR033C","P00127","QCR6","Subunit 6 of the ubiquinol cytochrome-c reductase complex; the complex, also known as the cytochrome bc(1) complex or Complex III, is a component of the mitochondrial inner membrane electron transport chain; highly acidic protein; required for maturation of cytochrome c1; may be loosely associated with the complex since it is easily released into the intermembrane space [Source:SGD;Acc:S000001929]","ENSG,ENSP"
"YJL044C","P32806","GYP6","GTPase-activating protein (GAP) for yeast Rab family member Ypt6p; involved in vesicle mediated protein transport [Source:SGD;Acc:S000003580]","ENSG,ENSP"
"YMR221C","Q04991","FMP42","Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; physical interaction with Atg27p suggests a possible role in autophagy [Source:SGD;Acc:S000004834]","ENSG,ENSP"
"YEL018W","P39995","EAF5","Non-essential subunit of the NuA4 acetyltransferase complex; Esa1p-associated factor; relocalizes to the cytosol in response to hypoxia [Source:SGD;Acc:S000000744]","ENSG,ENSP"
"YMR215W","Q03655","GAS3","Putative 1,3-beta-glucanosyltransferase; has similarity go other GAS family members; low abundance, possibly inactive member of the GAS family of GPI-containing proteins; localizes to the cell wall; mRNA induced during sporulation [Source:SGD;Acc:S000004828]","ENSG,ENSP"
"YER165W","P04147","PAB1","Poly(A) binding protein; part of the 3'-end RNA-processing complex, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G; stimulates, but is not required for the deadenylation activity of the Pan2p-Pan3p poly(A)-ribonuclease complex [Source:SGD;Acc:S000000967]","ENSG,ENSP"
"YOL133W","Q08273","HRT1","RING-H2 domain core subunit of multiple ubiquitin ligase complexes; subunit of Skp1-Cullin-F-box (SCF) that tethers the Cdc34p (E2) and Cdc53p (cullin) SCF subunits, and is required for degradation of Gic2p, Far1p, Sic1p and Cln2p; subunit of the Rtt101p-Mms1p-Mms22p ubiquitin ligase that stabilizes replication forks after DNA lesions; subunit of the Cul3p-Elc1p-Ela1p ubiquitin ligase involved in Rpb1p degradation as part of transcription-coupled repair [Source:SGD;Acc:S000005493]","ENSG,ENSP"
"YML092C","P23639","PRE8","Alpha 2 subunit of the 20S proteasome [Source:SGD;Acc:S000004557]","ENSG,ENSP"
"YDR466W","Q03306","PKH3","Protein kinase with similarity to mammalian PDK1 and yeast Pkh1p/Phk2p; yeast Pkh1p and Pkh2p are two redundant upstream activators of Pkc1p; identified as a multicopy suppressor of a pkh1 pkh2 double mutant [Source:SGD;Acc:S000002874]","ENSG,ENSP"
"YOR129C","Q99222","AFI1","Arf3p polarization-specific docking factor; required for the polarized distribution of the ADP-ribosylation factor, Arf3p; participates in polarity development and maintenance of a normal haploid budding pattern; interacts with Cnm7p [Source:SGD;Acc:S000005655]","ENSG,ENSP"
"YDR408C","P04161","ADE8","Phosphoribosyl-glycinamide transformylase; catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway [Source:SGD;Acc:S000002816]","ENSG,ENSP"
"YIL129C","P40468","TAO3","Component of the RAM signaling network; is involved in regulation of Ace2p activity and cellular morphogenesis, interacts with protein kinase Cbk1p and also with Kic1p [Source:SGD;Acc:S000001391]","ENSG,ENSP"
"YML006C","Q04233","GIS4","CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway [Source:SGD;Acc:S000004465]","ENSG,ENSP"
"YML061C","P07271","PIF1","DNA helicase, potent G-quadruplex DNA binder/unwinder; possesses strand annealing activity; promotes DNA synthesis during break-induced replication; important for crossover recombination; translation from different start sites produces mitochondrial and nuclear forms; nuclear form is a catalytic inhibitor of telomerase; mitochondrial form involved in DNA repair and recombination; mutations affect Zn, Fe homeostasis; regulated by Rad53p-dependent phosphorylation in rho0 cells [Source:SGD;Acc:S000004526]","ENSG,ENSP"
"YLR029C","P05748","RPL15A","Ribosomal 60S subunit protein L15A; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15, no bacterial homolog; RPL15A has a paralog, RPL15B, that arose from the whole genome duplication [Source:SGD;Acc:S000004019]","ENSG,ENSP"
"YDR481C","P11491","PHO8","Repressible vacuolar alkaline phosphatase; regulated by levels of Pi and by Pho4p, Pho9p, Pho80p, Pho81p and Pho85p; dephosphorylates phosphotyrosyl peptides; contributes to NAD+ metabolism by producing nicotinamide riboside from NMN [Source:SGD;Acc:S000002889]","ENSG,ENSP"
"YNL250W","P12753","RAD50","Subunit of MRX complex with Mre11p and Xrs2p; complex is involved in processing double-strand DNA breaks in vegetative cells, initiation of meiotic DSBs, telomere maintenance, and nonhomologous end joining; forms nuclear foci upon DNA replication stress [Source:SGD;Acc:S000005194]","ENSG,ENSP"
"YNL064C","P25491","YDJ1","Type I HSP40 co-chaperone; involved in regulation of HSP90 and HSP70 functions; acts as an adaptor that helps Rsp5p recognize cytosolic misfolded proteins for ubiquitination after heat shock; critical for determining cell size at Start as a function of growth rate; involved in protein translocation across membranes; member of the DnaJ family; chimeric protein in which human p58IPK J domain replaces yeast Ydj1p J domain can complement yeast ydj1 mutant [Source:SGD;Acc:S000005008]","ENSG,ENSP"
"YPL059W","Q02784","GRX5","Glutathione-dependent oxidoreductase; mitochondrial matrix protein involved at an early step in the biogenesis of iron-sulfur centers along with Bol1p; hydroperoxide and superoxide-radical responsive; monothiol glutaredoxin subfamily member along with Grx3p and Grx4p [Source:SGD;Acc:S000005980]","ENSG,ENSP"
"YLR080W","Q12396","EMP46","Integral membrane component of ER-derived COPII-coated vesicles; functions in ER to Golgi transport; EMP46 has a paralog, EMP47, that arose from the whole genome duplication [Source:SGD;Acc:S000004070]","ENSG,ENSP"
"YPL050C","P39107","MNN9","Subunit of Golgi mannosyltransferase complex; this complex mediates elongation of the polysaccharide mannan backbone; forms a separate complex with Van1p that is also involved in backbone elongation; this complex also contains Anp1p, Mnn10p, Mnn11p, and Hoc1p [Source:SGD;Acc:S000005971]","ENSG,ENSP"
"YDR371W","Q06350","CTS2","Putative chitinase; functionally complements A. gossypii cts2 mutant sporulation defect [Source:SGD;Acc:S000002779]","ENSG,ENSP"
"YHR200W","P38886","RPN10","Non-ATPase base subunit of the 19S RP of the 26S proteasome; N-terminus plays a role in maintaining the structural integrity of the regulatory particle (RP); binds selectively to polyubiquitin chains; homolog of the mammalian S5a protein [Source:SGD;Acc:S000001243]","ENSG,ENSP"
"YDR304C","P35176","CPR5","Peptidyl-prolyl cis-trans isomerase (cyclophilin) of the ER; catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; transcriptionally induced in response to unfolded proteins in the ER; CPR5 has a paralog, CPR2, that arose from the whole genome duplication [Source:SGD;Acc:S000002712]","ENSG,ENSP"
"YJL127C","P35208","SPT10","Histone H3 acetylase with a role in transcriptional regulation; sequence-specific activator of histone genes, binds specifically and cooperatively to pairs of UAS elements in core histone promoters, functions at or near TATA box; involved in S phase-specific acetylation of H3K56 at histone promoters, which is required for recruitment of SWI/SNF nucleosome remodeling complex and subsequent transcription [Source:SGD;Acc:S000003663]","ENSG,ENSP"
"YFL036W","P13433","RPO41","Mitochondrial RNA polymerase; single subunit enzyme similar to those of T3 and T7 bacteriophages; requires a specificity subunit encoded by MTF1 for promoter recognition; Mtf1p interacts with and stabilizes the Rpo41p-promoter complex, enhancing DNA bending and melting to facilitate pre-initiation open complex formation; Rpo41p also synthesizes RNA primers for mitochondrial DNA replication [Source:SGD;Acc:S000001858]","ENSG,ENSP"
"YJL194W","P09119","CDC6","Essential ATP-binding protein required for DNA replication; component of the pre-replicative complex (pre-RC) which requires ORC to associate with chromatin and is in turn required for Mcm2-7p DNA association; homologous to S. pombe Cdc18p; relocalizes from nucleus to cytoplasm upon DNA replication stress; degraded in response to plasma membrane stress [Source:SGD;Acc:S000003730]","ENSG,ENSP"
"YOR361C","P06103","PRT1","eIF3b subunit of the eukaryotic translation initiation factor 3 (eIF3); subunit of the core complex of eIF3; essential for translation; part of a subcomplex (Prt1p-Rpg1p-Nip1p) that stimulates binding of mRNA and tRNA(i)Met to ribosomes; eIF3 is also involved in programmed stop codon readthrough [Source:SGD;Acc:S000005888]","ENSG,ENSP"
"YNR003W-A","Q8TGL7","YNR003W-A","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene RPC34/YNR003C [Source:SGD;Acc:S000028705]","ENSG,ENSP"
"YJR093C","P45976","FIP1","Subunit of cleavage polyadenylation factor (CPF); interacts directly with poly(A) polymerase (Pap1p) to regulate its activity; bridging factor that links Pap1p and the CPF complex via Yth1p [Source:SGD;Acc:S000003853]","ENSG,ENSP"
"YJR049C","P21373","UTR1","ATP-NADH kinase; phosphorylates both NAD and NADH; active as a hexamer; enhances the activity of ferric reductase (Fre1p); UTR1 has a paralog, YEF1, that arose from the whole genome duplication [Source:SGD;Acc:S000003810]","ENSG,ENSP"
"YDR328C","P52286","SKP1","Evolutionarily conserved kinetochore protein; part of multiple protein complexes, including the SCF ubiquitin ligase complex, the CBF3 complex that binds centromeric DNA, and the RAVE complex that regulates assembly of the V-ATPase; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002736]","ENSG,ENSP"
"YAL059W","P39715","ECM1","Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm [Source:SGD;Acc:S000000055]","ENSG,ENSP"
"YCR035C","P25359","RRP43","Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp43p (OIP2, EXOSC8); protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000000631]","ENSG,ENSP"
"YDR153C","Q03769","ENT5","Protein containing an N-terminal epsin-like domain; involved in clathrin recruitment and traffic between the Golgi and endosomes; associates with the clathrin adaptor Gga2p, clathrin adaptor complex AP-1, and clathrin [Source:SGD;Acc:S000002560]","ENSG,ENSP"
"YOR144C","Q12050","ELG1","Subunit of an alternative replication factor C complex; important for DNA replication and genome integrity; suppresses spontaneous DNA damage; involved in homologous recombination-mediated repair and telomere homeostasis; required for PCNA (Pol30p) unloading during DNA replication [Source:SGD;Acc:S000005670]","ENSG,ENSP"
"Q0115","Q9ZZW7","BI3","Mitochondrial mRNA maturase; forms a complex with Mrs1p to mediate splicing of the bI3 intron of the COB gene; encoded by both exon and intron sequences of partially processed COB mRNA [Source:SGD;Acc:S000007272]","ENSG,ENSP"
"YML010W","P27692","SPT5","Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner, and in concert with RNAP I and II has multiple roles regulating transcriptional elongation, RNA processing, quality control, and transcription-coupled repair; interacts with DNA upstream of RNAPII and the non-template strand of the transcription bubble; Spt5p is the only transcription elongation factor conserved in all domains of life [Source:SGD;Acc:S000004470]","ENSG,ENSP"
"YFR027W","P43605","ECO1","Acetyltransferase; required for establishment of sister chromatid cohesion; acetylates Mps3p to regulate nuclear organization; modifies Smc3p at replication forks and Mcd1p in response to dsDNA breaks; phosphorylated by three kinases (Cdc28p, Cdc7p, Mck1p) to generate pair of phosphates spaced precisely for recognition by ubiquitin ligase SCF-Cdc4; mutations in human homolog ESCO2 cause Roberts syndrome; relative distribution to nucleus increases upon DNA replication stress [Source:SGD;Acc:S000001923]","ENSG,ENSP"
"YMR147W","P40218","YMR147W","Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cell periphery [Source:SGD;Acc:S000004755]","ENSG,ENSP"
"YGR117C","P53270","YGR117C","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm [Source:SGD;Acc:S000003349]","ENSG,ENSP"
"YDR205W","Q03455","MSC2","Endoplasmic reticulum zinc transporter; part of a heterodimeric transporter with Zrg17p that transfers zinc from the cytosol to the ER lumen; member of the cation diffusion facilitator family of efflux pumps; localizes to ER and nucleus; mutations affect the cellular distribution of zinc and also confer defects in meiotic recombination between homologous chromatids [Source:SGD;Acc:S000002613]","ENSG,ENSP"
"YIL088C","P40501","AVT7","Putative transporter; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters [Source:SGD;Acc:S000001350]","ENSG,ENSP"
"YOR125C","P41735","CAT5","Protein required for ubiquinone (Coenzyme Q) biosynthesis; localizes to the matrix face of the mitochondrial inner membrane in a large complex with ubiquinone biosynthetic enzymes; required for gluconeogenic gene activation [Source:SGD;Acc:S000005651]","ENSG,ENSP"
"YBL002W","P02294","HTB2","Histone H2B; core histone protein required for chromatin assembly and chromosome function; nearly identical to HTB1; Rad6p-Bre1p-Lge1p mediated ubiquitination regulates reassembly after DNA replication, transcriptional activation, meiotic DSB formation and H3 methylation [Source:SGD;Acc:S000000098]","ENSG,ENSP"
"YCL011C","P25555","GBP2","Poly(A+) RNA-binding protein; key surveillance factor for the selective export of spliced mRNAs from the nucleus to the cytoplasm; preference for intron-containing genes; similar to Npl3p; also binds single-stranded telomeric repeat sequence in vitro; relocalizes to the cytosol in response to hypoxia; GBP2 has a paralog, HRB1, that arose from the whole genome duplication [Source:SGD;Acc:S000000517]","ENSG,ENSP"
"YMR101C","Q03175","SRT1","Forms the dehydrodolichyl diphosphate syntase (DDS) complex with NUS1; involved in synthesis of long-chain dolichols (19-22 isoprene units; as opposed to Rer2p which synthesizes shorter-chain dolichols); localizes to lipid bodies; transcription is induced during stationary phase [Source:SGD;Acc:S000004707]","ENSG,ENSP"
"YKL157W","P32454","APE2","Aminopeptidase yscII; may have a role in obtaining leucine from dipeptide substrates; APE2 has a paralog, AAP1, that arose from the whole genome duplication [Source:SGD;Acc:S000001640]","ENSG,ENSP"
"YPL247C","Q12523","YPL247C","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; similar to the petunia WD repeat protein an11; overexpression causes a cell cycle delay or arrest [Source:SGD;Acc:S000006168]","ENSG,ENSP"
"YGL012W","P25340","ERG4","C-24(28) sterol reductase; catalyzes the final step in ergosterol biosynthesis; mutants are viable, but lack ergosterol [Source:SGD;Acc:S000002980]","ENSG,ENSP"
"YDR188W","P39079","CCT6","Subunit of the cytosolic chaperonin Cct ring complex; related to Tcp1p, essential protein that is required for the assembly of actin and tubulins in vivo; contains an ATP-binding motif [Source:SGD;Acc:S000002596]","ENSG,ENSP"
"YNR054C","P53743","ESF2","Essential nucleolar protein involved in pre-18S rRNA processing; binds to RNA and stimulates ATPase activity of Dbp8; involved in assembly of the small subunit (SSU) processome [Source:SGD;Acc:S000005337]","ENSG,ENSP"
"YLL061W","Q12372","MMP1","High-affinity S-methylmethionine permease; required for utilization of S-methylmethionine as a sulfur source; has similarity to S-adenosylmethionine permease Sam3p [Source:SGD;Acc:S000003984]","ENSG,ENSP"
"YPL150W","Q12152","YPL150W","Protein kinase of unknown cellular role; binds phosphatidylinositols and cardiolipin in a large-scale study [Source:SGD;Acc:S000006071]","ENSG,ENSP"
"YBL006C","P38210","LDB7","Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Npl6p, and Htl1p to form a module important for a broad range of RSC functions [Source:SGD;Acc:S000000102]","ENSG,ENSP"
"YLR226W","Q05949","BUR2","Cyclin for the Sgv1p (Bur1p) protein kinase; Sgv1p and Bur2p comprise the CDK-cyclin BUR kinase complex which is involved in transcriptional regulation through its phosphorylation of the carboxy-terminal domain (CTD) of the largest subunit of RNA polymerase II (Rpo21p); BUR kinase is also involved in the recruitment of Spt6p to the CTD at the onset of transcription [Source:SGD;Acc:S000004216]","ENSG,ENSP"
"YNL062C","P41814","GCD10","Subunit of tRNA (1-methyladenosine) methyltransferase with Gcd14p; required for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression [Source:SGD;Acc:S000005006]","ENSG,ENSP"
"YMR211W","Q03652","DML1","Essential protein involved in mtDNA inheritance; may also function in the partitioning of the mitochondrial organelle or in the segregation of chromosomes, exhibits regions similar to members of a GTPase family [Source:SGD;Acc:S000004824]","ENSG,ENSP"
"YMR243C","P20107","ZRC1","Vacuolar membrane zinc transporter; transports zinc from cytosol to vacuole for storage; also has role in resistance to zinc shock resulting from sudden influx of zinc into cytoplasm; human ortholog SLC30A10 functions as a Mn transporter and mutations in SLC30A10 cause neurotoxic accumulation of Mn in liver and brain; ZRC1 has a paralog, COT1, that arose from the whole genome duplication [Source:SGD;Acc:S000004856]","ENSG,ENSP"
"YDR214W","Q12449","AHA1","Co-chaperone that binds Hsp82p and activates its ATPase activity; plays a role in determining prion variants; similar to Hch1p; expression is regulated by stresses such as heat shock; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002622]","ENSG,ENSP"
"YDL035C","Q12361","GPR1","Plasma membrane G protein coupled receptor (GPCR); interacts with the heterotrimeric G protein alpha subunit, Gpa2p, and with Plc1p; sensor that integrates nutritional signals with the modulation of cell fate via PKA and cAMP synthesis [Source:SGD;Acc:S000002193]","ENSG,ENSP"
"YMR108W","P07342","ILV2","Acetolactate synthase; catalyses the first common step in isoleucine and valine biosynthesis and is the target of several classes of inhibitors, localizes to the mitochondria; expression of the gene is under general amino acid control [Source:SGD;Acc:S000004714]","ENSG,ENSP"
"YPR175W","P24482","DPB2","Second largest subunit of DNA polymerase II (DNA polymerase epsilon); required for maintenance of fidelity of chromosomal replication; essential motif in C-terminus is required for formation of the four-subunit Pol epsilon; expression peaks at the G1/S phase boundary; Cdc28p substrate [Source:SGD;Acc:S000006379]","ENSG,ENSP"
"YDR074W","P31688","TPS2","Phosphatase subunit of the trehalose-6-P synthase/phosphatase complex; involved in synthesis of the storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000002481]","ENSG,ENSP"
"YLR142W","P09368","PUT1","Proline oxidase; nuclear-encoded mitochondrial protein involved in utilization of proline as sole nitrogen source; PUT1 transcription is induced by Put3p in the presence of proline and the absence of a preferred nitrogen source [Source:SGD;Acc:S000004132]","ENSG,ENSP"
"YCL056C","P25584","PEX34","Protein that regulates peroxisome populations; peroxisomal integral membrane protein; interacts with Pex11p, Pex25p, and Pex27p to control both constitutive peroxisome division and peroxisome morphology and abundance during peroxisome proliferation [Source:SGD;Acc:S000000561]","ENSG,ENSP"
"YOL052C","P21182","SPE2","S-adenosylmethionine decarboxylase; required for the biosynthesis of spermidine and spermine; cells lacking Spe2p require spermine or spermidine for growth in the presence of oxygen but not when grown anaerobically [Source:SGD;Acc:S000005412]","ENSG,ENSP"
"YKL142W","P35719","MRP8","Protein of unknown function; undergoes sumoylation; transcription induced under cell wall stress; protein levels are reduced under anaerobic conditions; protein abundance increases in response to DNA replication stress; originally thought to be a mitochondrial ribosomal protein based on sequence analysis [Source:SGD;Acc:S000001625]","ENSG,ENSP"
"YDL029W","P32381","ARP2","Essential component of the Arp2/3 complex; Arp2/3 is a highly conserved actin nucleation center required for the motility and integrity of actin patches; involved in endocytosis and membrane growth and polarity; required for efficient Golgi-to-ER trafficking in COPI mutants [Source:SGD;Acc:S000002187]","ENSG,ENSP"
"YER093C","P40061","TSC11","Subunit of TORC2 (Tor2p-Lst8p-Avo1-Avo2-Tsc11p-Bit61p); TORC2 is a membrane-associated complex that regulates actin cytoskeletal dynamics during polarized growth and cell wall integrity; involved in sphingolipid metabolism; contains a RasGEFN domain [Source:SGD;Acc:S000000895]","ENSG,ENSP"
"YBR286W","P37302","APE3","Vacuolar aminopeptidase Y; processed to mature form by Prb1p [Source:SGD;Acc:S000000490]","ENSG,ENSP"
"YGL050W","P53177","TYW3","tRNA methyltransferase required for synthesis of wybutosine; a modified guanosine found at the 3'-position adjacent to the anticodon of phenylalanine tRNA which supports reading frame maintenance by stabilizing codon-anticodon interactions [Source:SGD;Acc:S000003018]","ENSG,ENSP"
"YGR064W","P53240","YGR064W","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF SPT4/YGR063C [Source:SGD;Acc:S000003296]","ENSG,ENSP"
"YJL033W","P20448","HCA4","DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis [Source:SGD;Acc:S000003570]","ENSG,ENSP"
"YER014C-A","P85052","BUD25","Protein involved in bud-site selection; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern [Source:SGD;Acc:S000007590]","ENSG,ENSP"
"YIR012W","P35184","SQT1","Specific chaperone for ribosomal protein Rpl10p; binds nascent Rpl10p during translation; contains multiple WD repeats; interacts with Qsr1p in a two-hybrid assay; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000001451]","ENSG,ENSP"
"YHR006W","P38704","STP2","Transcription factor; activated by proteolytic processing in response to signals from the SPS sensor system for external amino acids; activates transcription of amino acid permease genes; STP2 has a paralog, STP1, that arose from the whole genome duplication [Source:SGD;Acc:S000001048]","ENSG,ENSP"
"YCR045W-A","Q8TGQ2","YCR045W-A","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with YCR045C; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching [Source:SGD;Acc:S000028607]","ENSG,ENSP"
"YDR156W","P50106","RPA14","RNA polymerase I subunit A14 [Source:SGD;Acc:S000002563]","ENSG,ENSP"
"YJR012C","P47087","YJR012C","Essential protein of unknown function; proposed involvement in transport based on mass spectrometry analysis of copurifying proteins; partially overlaps neighboring ORF, GPI14/YJR013W [Source:SGD;Acc:S000003773]","ENSG,ENSP"
"YLR256W-A","None","None","None",""
"YDL203C","Q07622","ACK1","Protein that functions in the cell wall integrity pathway; functions upstream of Pkc1p; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS; non-tagged Ack1p is detected in purified mitochondria [Source:SGD;Acc:S000002362]","ENSG,ENSP"
"YJR148W","P47176","BAT2","Cytosolic branched-chain amino acid (BCAA) aminotransferase; preferentially involved in BCAA catabolism; homolog of murine ECA39; highly expressed during stationary phase and repressed during logarithmic phase; BAT2 has a paralog, BAT1, that arose from the whole genome duplication [Source:SGD;Acc:S000003909]","ENSG,ENSP"
"YHL017W","P38745","YHL017W","Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein co-localizes with clathrin-coated vesicles; YHL017W has a paralog, PTM1, that arose from the whole genome duplication [Source:SGD;Acc:S000001009]","ENSG,ENSP"
"YNL161W","P53894","CBK1","Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular morphogenesis, polarized growth, and septum destruction; phosphorylation by Cbk1p regulates localization and activity of Ace2p transcription factor and Ssd1p translational repressor; Cbk1p activity is regulated by both phosphorylation and specific localization; relocalizes to cytoplasm upon DNA replication stress [Source:SGD;Acc:S000005105]","ENSG,ENSP"
"YIL074C","P40510","SER33","3-phosphoglycerate dehydrogenase and alpha-ketoglutarate reductase; 3PG dehydrogenase that catalyzes the first step in serine and glycine biosynthesis; also functions as an alpha-ketoglutarate reductase, converting alpha-ketoglutarate to D-2-hydroxyglutarate (D-2HG); localizes to the cytoplasm; SER33 has a paralog, SER3, that arose from the whole genome duplication [Source:SGD;Acc:S000001336]","ENSG,ENSP"
"YLR373C","Q05934","VID22","Glycosylated integral membrane protein localized to plasma membrane; plays a role in fructose-1,6-bisphosphatase (FBPase) degradation; involved in FBPase transport from the cytosol to Vid (vacuole import and degradation) vesicles; VID22 has a paralog, ENV11, that arose from the whole genome duplication [Source:SGD;Acc:S000004365]","ENSG,ENSP"
"YMR184W","Q03233","ADD37","Protein of unknown function; involved in ER-associated protein degradation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS; YMR184W is not an essential gene; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000004796]","ENSG,ENSP"
"YBL019W","P38207","APN2","Class II abasic (AP) endonuclease involved in repair of DNA damage; homolog of human HAP1 and E. coli exoIII [Source:SGD;Acc:S000000115]","ENSG,ENSP"
